,Unnamed: 0,2018rank,City,State[c],2018estimate,2010Census,Total Area (sqmi),Location,Website,Zipcode,Description
166,166,167,Hollywood, Florida,154823,140768,27.3 sq mi,26°01′52″N 80°09′53″W﻿ / ﻿26.0310°N 80.1646°W﻿ / 26.0310; -80.1646﻿ ,http://www.hollywoodfl.org/,"33004, 33009, 33019-33021, 33023, 33024, 33312, 33314, 33316","Hollywood is a city in Broward County  Florida  between Fort Lauderdale and Miami [6] The average temperature is between 68 and 83 °F  20 and 28 °C   As of July 1  2017  Hollywood had a population of 153 627 [7] Founded in 1925  the city grew rapidly in the 1950s and 1960s  and is now the twelfth largest city in Florida [8] Hollywood is a principal city of the Miami metropolitan area  which was home to an estimated 6 012 331 people at the 2015 census  Joseph Young arrived in South Florida in 1920 in search to create his own “Dream City in Florida”   His vision included the beaches of the Atlantic ocean stretching westward with man made lakes  infrastructure  roads and the Intracoastal waterway  He wanted to include large parks  schools  churches  and golf courses  these were all industries and activities which were very important to Young's life [citation needed] After Young spent millions of dollars on the construction of the city  he was elected as the first mayor in 1925  This new town quickly became home to northerners known as snowbirds  These snowbirds flee the north during the winter and then escape the south during the summer to avoid the harsh climates   By 1960  Hollywood contained more than 2 400 hotel units along with the construction of 12 170 single family homes [9] Young bought up thousands of acres of land around 1920  and named his new town ""Hollywood by the Sea"" to distinguish it from his other real estate venture  ""Hollywood in the Hills""  in New York The Florida guide  published by the Federal Writers' Project  describes the early development of Hollywood  an early example of a planned community that proliferated in Florida during the real estate boom of the 1920's:"
167,167,168,Pasadena, Texas,153219,149043,43.5 sq mi,29°39′31″N 95°09′02″W﻿ / ﻿29.6586°N 95.1506°W﻿ / 29.6586; -95.1506﻿ ,http://www.ci.pasadena.tx.us/,"77501-77507, 77059, 77586",Pasadena  ˌpæsəˈdiːnə  is a city in the U S  state of Texas  within the Houston–The Woodlands–Sugar Land metropolitan area  As of the 2010 U S  Census  the city's population is 149 043 [3] making it the seventeenth most populous city in the state of Texas  as well as the second largest city in Harris County  The area was founded in 1893 by John H  Burnett of Galveston  who named the area after Pasadena  California  because of the perceived lush vegetation [4][5]The Pasadena Volunteer Fire Department is the largest of all volunteer municipal fire departments in the United States [6][7]
168,168,169,Sunnyvale, California,153185,140081,22.0 sq mi,37°23′09″N 122°01′35″W﻿ / ﻿37.3858°N 122.0263°W﻿ / 37.3858; -122.0263﻿ ,http://sunnyvale.ca.gov,94085–94090,Sunnyvale   ˈsʌniveɪl  vəl   is a city located in Santa Clara County  California  As of the 2010 United States Census  the population was 140 095 Sunnyvale is the seventh most populous city in the San Francisco Bay Area and one of the major cities comprising Silicon Valley  It is bordered by portions of San Jose to the north  Moffett Federal Airfield to the northwest  Mountain View to the northwest  Los Altos to the southwest  Cupertino to the south  and Santa Clara to the east  It lies along the historic El Camino Real and Highway 101 
169,169,170,Macon[w], Georgia,153095,91351,249.3 sq mi,32°48′32″N 83°41′39″W﻿ / ﻿32.8088°N 83.6942°W﻿ / 32.8088; -83.6942﻿ ,http://maconbibb.us/,31200–31299,"Macon   ˈmeɪkən    officially Macon–Bibb County  is a consolidated city county located in the state of Georgia  United States  Macon lies near the geographic center of the state  approximately 85 miles  137 km  south of Atlanta  hence the city's nickname ""The Heart of Georgia"" Located near the fall line of the Ocmulgee River  Macon is the county seat of Bibb County and had a 2017 estimated population of 152 663 [4] Macon is the principal city of the Macon metropolitan area  which had an estimated population of 228 914 in 2017  Macon is also the largest city in the Macon–Warner Robins Combined Statistical Area  CSA   a larger trading area with an estimated 420 693 residents in 2017  the CSA abuts the Atlanta metropolitan area just to the north "
170,170,171,Kansas City[x], Kansas,152958,145786,124.8 sq mi,39°07′21″N 94°44′30″W﻿ / ﻿39.1225°N 94.7418°W﻿ / 39.1225; -94.7418﻿ ,http://wycokck.org,"66101-66113, 66115, 66117-66119, 66160","Kansas City is the third largest city in the State of Kansas  the county seat of Wyandotte County  and the third largest city of the Kansas City metropolitan area [1]  Kansas City  Kansas is abbreviated as ""KCK"" to differentiate it from Kansas City  Missouri  after which it is named [5][6]  It is part of a consolidated city county government known as the ""Unified Government""  Wyandotte County also includes the independent cities of Bonner Springs and Edwardsville  As of the 2010 census  the city had a population of 145 786 residents [7] It is situated at Kaw Point  which is the junction of the Missouri and Kansas rivers In October 1872  ""old"" Kansas City  Kansas  was incorporated  The first city election was held on October 22 of that year  by order of Judge Hiram Stevens of the Tenth Judicial District  and resulted in the election of Mayor James Boyle  The mayors of the city after its organization were James Boyle  C  A  Eidemiller  A  S  Orbison  Eli Teed and Samuel McConnell   In June 1880  the Governor of Kansas proclaimed the city of Kansas City a city of the second class with Mayor McConnell present "
171,171,172,Pomona, California,152361,149058,23.0 sq mi,34°03′31″N 117°45′40″W﻿ / ﻿34.0585°N 117.7611°W﻿ / 34.0585; -117.7611﻿ ,http://www.ci.pomona.ca.us,91766–91768,"Pomona   pəˈmoʊnə   is a city in Los Angeles County  California  United States  Pomona is located in the Pomona Valley  between the Inland Empire and the San Gabriel Valley  As of the 2010 United States Census  the city's population was 149 058 [8]The area was originally occupied by the Tongva Native Americans The city is named for Pomona  the ancient Roman goddess of fruit [9] For horticulturist Solomon Gates  ""Pomona"" was the winning entry in a contest to name the city in 1875  before anyone had ever planted a fruit tree there [10] The city was first settled by Ricardo Vejar and Ygnacio Palomares in the 1830s  when California and much of the now American Southwest were part of Mexico   The first Anglo Americans arrived in prior to 1848 when the signing of the Treaty of Guadalupe Hidalgo resulted in California becoming part of the United States [2]  By the 1880s  the arrival of railroads and Coachella Valley water had made it the western anchor of the citrus growing region  Pomona was officially incorporated on January 6  1888 [2]"
172,172,173,Escondido, California,152213,143911,37.1 sq mi,33°07′59″N 117°04′26″W﻿ / ﻿33.1331°N 117.0740°W﻿ / 33.1331; -117.0740﻿ ,http://www.escondido.org,"92025–92027, 92029","Escondido   ˌɛskənˈdiːdoʊ  ES kən DEE doh  is a city located in San Diego County's North County region  30 miles  48 km  northeast of downtown San Diego  The city occupies a shallow valley ringed by rocky hills   Incorporated in 1888  it is one of the oldest cities in San Diego County  The city had a population of 143 911 in the 2010 census ""Escondido"" is a Spanish word meaning ""hidden""  One source says the name originally referred to agua escondida or hidden water [7] another says it meant ""hidden treasure"" [8]"
173,173,174,Killeen, Texas,149103,127921,53.5 sq mi,31°04′40″N 97°43′55″W﻿ / ﻿31.0777°N 97.7320°W﻿ / 31.0777; -97.7320﻿ ,http://www.killeentexas.gov,"76540, 76541, 76542, 76543, 76548, 76549","Killeen is a city in Bell County  Texas  United States  According to the 2010 census  its population was 127 921 [3] making it the 21st most populous city in Texas  It is the principal city of the Killeen–Temple–Fort Hood Metropolitan Statistical Area Killeen is directly adjacent to the main cantonment of Fort Hood  Its economy depends on the activities of the post  and the soldiers and their families stationed there  It is known as a military ""boom town"" because of its rapid growth and high influx of soldiers In 1881  the Gulf  Colorado and Santa Fe Railway extended its tracks through central Texas  buying 360 acres  1 5 km2  a few miles southwest of a small farming community known as Palo Alto  which had existed since about 1872  The railroad platted a 70 block town on its land and named it after Frank P  Killeen  the assistant general manager of the railroad  By the next year  the town included a railroad depot  a saloon  several stores  and a school  Many of the residents of the surrounding smaller communities in the area moved to Killeen  By 1884  the town had grown to include about 350 people  served by five general stores  two gristmills  two cotton gins  two saloons  a lumberyard  a blacksmith shop  and a hotel "
174,174,175,Naperville, Illinois,148304,141853,38.7 sq mi,41°44′57″N 88°09′43″W﻿ / ﻿41.7492°N 88.1620°W﻿ / 41.7492; -88.1620﻿ ,http://www.naperville.il.us,0,Naperville   ˈneɪpərˌvɪl   is a city in DuPage and Will counties in the U S  state of Illinois  Located 28 miles  45 km  west of Chicago  Naperville was founded in 1831 and developed into the fifth largest city in Illinois  As of the 2010 census  the city had a population of 141 853  which was estimated to have increased to 147 682  by 2017 [5]In a 2010 study assessing cities with populations exceeding 75 000  Naperville was ranked as the wealthiest city in the Midwest and the eleventh wealthiest in the nation [6] It was ranked among the nation's safest cities by USA Today and Business Insider [7][8] Naperville was voted the second best place to live in the United States by Money magazine in 2006[9] and it was rated first on the list of best cities for early retirement in 2013 by Kiplinger [10] In 2015  it was named as one of the most educated large cities in America with populations over 50 000 [11][12]
175,175,176,Joliet, Illinois,148099,147433,64.4 sq mi,41°31′04″N 88°08′56″W﻿ / ﻿41.5177°N 88.1488°W﻿ / 41.5177; -88.1488﻿ ,http://www.cityofjoliet.info/,"60431, 60432, 60433, 60434, 60435, 60436, 60586",Joliet   ˈdʒoʊliɛt  dʒoʊliˈɛt   is a city in Will and Kendall counties in the U S  state of Illinois  30 miles  48 km  southwest of Chicago  It is the county seat of Will County and a major part of the southwest Chicago metropolitan area [6] At the 2010 census  the city was the fourth largest in Illinois  with a population of 147 433 [2][7] A population estimate in 2018 put Joliet's population at 150 495  which would make it the 3rd largest city in Illinois if accurate [3]In 1673  Louis Jolliet  along with Father Jacques Marquette  paddled up the Des Plaines River and camped on a huge mound  a few miles south of present day Joliet [7] Maps from Jolliet's exploration of the area [citation needed] placed a large hill or mound on what is now the southwest corner of the city  since there is no point that is farther southwest  That hill was named Mound Jolliet  The spot was mined by early settlers and is now a depression 
176,176,177,Bellevue, Washington,147599,122363,33.5 sq mi,47°35′52″N 122°09′23″W﻿ / ﻿47.5979°N 122.1565°W﻿ / 47.5979; -122.1565﻿ ,http://www.bellevuewa.gov,98004-98009,Bellevue   ˈbɛlvjuː  BEL vyoo  is a city in the Eastside region of King County  Washington  United States  across Lake Washington from Seattle  As the third largest city in the Seattle metropolitan area  Bellevue has variously been characterized as an edge city  a suburb  boomburb  or satellite city [6][7] Its population was 122 363 at the 2010 census[8] and 144 444 in a 2017 census estimate Prior to 2008  downtown Bellevue underwent rapid change  with many high rise projects under construction  and was relatively unaffected by the economic downturn  The downtown area is currently the second largest city center in Washington state  with 1 300 businesses  45 000 employees and 10 200 residents [9] Based on per capita income  Bellevue is the 6th wealthiest of 522 communities in the state of Washington [10] In 2008  Bellevue was named number 1 in CNNMoney's list of the best places to live and launch a business [11] and in 2010 was again ranked as the 4th best place to live in America [12] In 2014  Bellevue was ranked as the 2nd best place to live by USA Today [13] More than 145 companies have been located in Bellevue  Current companies with headquarters in Bellevue include Expedia  T Mobile and Valve Corporation 
177,177,178,Rockford, Illinois,146526,152871,63.5 sq mi,42°15′32″N 89°03′53″W﻿ / ﻿42.2588°N 89.0646°W﻿ / 42.2588; -89.0646﻿ ,https://rockfordil.gov/,0,Rockford is a city in Winnebago County in the U S  state of Illinois  in far northern Illinois   Located on the banks of the Rock River  Rockford is the county seat of Winnebago County  a small portion of the city is located in Ogle County    The largest city in Illinois outside of the Chicago metropolitan area  Rockford is the third largest city in the state and the 171st most populous in the United States[6]  According to 2010 U S  Census Data  the City of Rockford had a population of 152 871  with an outlying metropolitan area population of 348 360  The City of Rockford's population is 147 051 as of 2017  down 4 1  since 2010 [7]Settled in the mid 1830s  the position of the city on the Rock River made its location strategic for industrial development  In the second half of the 19th century  Rockford was notable for its output of heavy machinery and tools  by the twentieth century  it was the second leading center of furniture manufacturing in the nation  and 94th largest city  During the second half of the 20th century  Rockford struggled alongside many Rust Belt cities  Since the late 1990s  efforts in economic diversification have led to growth of automotive  aerospace  and healthcare industries  as well as the undertaking of various tourism and downtown revitalization efforts 
178,178,179,Savannah, Georgia,145862,136286,103.6 sq mi,32°00′09″N 81°09′13″W﻿ / ﻿32.0025°N 81.1536°W﻿ / 32.0025; -81.1536﻿ ,http://www.savannahga.gov/,31401-31499,Savannah   səˈvænə   is the oldest city in the U S  state of Georgia and is the county seat of Chatham County  Established in 1733 on the Savannah River  the city of Savannah became the British colonial capital of the Province of Georgia and later the first state capital of Georgia [4] A strategic port city in the American Revolution and during the American Civil War [5] Savannah is today an industrial center and an important Atlantic seaport  It is Georgia's fifth largest city  with a 2018 estimated population of 145 862 [1] The Savannah metropolitan area  Georgia's third largest  had an estimated population of 389 494 in 2018 [6]Each year Savannah attracts millions of visitors to its cobblestone streets  parks  and notable historic buildings: the birthplace of Juliette Gordon Low  founder of the Girl Scouts of the USA   the Georgia Historical Society  the oldest continually operating historical society in the South   the Telfair Academy of Arts and Sciences  one of the South's first public museums   the First African Baptist Church  one of the oldest African American Baptist congregations in the United States   Temple Mickve Israel  the third oldest synagogue in America   and the Central of Georgia Railway roundhouse complex  the oldest standing antebellum rail facility in America  [4][7]
179,179,180,Paterson, New Jersey,145627,146199,8.4 sq mi,40°54′53″N 74°09′46″W﻿ / ﻿40.9148°N 74.1628°W﻿ / 40.9148; -74.1628﻿ ,http://www.patersonnj.gov,"07501-07505, 07508-07514, 07522, 07524, 07533, 07538, 07543, 07544[13]","Paterson is the largest city in and the county seat of Passaic County  New Jersey  United States [18] As of the 2010 United States Census  its population was 146 199 [7][8][9] making it New Jersey's third most populous city [19] Paterson has the second highest density of any U S  city with over 100 000 people  behind only New York City [20] For 2018  the Census Bureau's Population Estimates Program calculated a population of 145 647  a decrease of 0 4  from the 2010 enumeration [10] making the city the 180th most populous in the nation [11]Paterson is known as the ""Silk City"" for its dominant role in silk production during the latter half of the 19th century [1] It has since evolved into a major destination for Hispanic immigrants as well as for immigrants from India  South Asia  and the Arab and Muslim world  Paterson has the second largest Muslim population in the United States by percentage [21]"
180,180,181,Torrance, California,145182,145438,20.5 sq mi,33°50′06″N 118°20′29″W﻿ / ﻿33.8350°N 118.3414°W﻿ / 33.8350; -118.3414﻿ ,http://www.torranceca.gov,90501–90510,Torrance is a U S  city in the South Bay  southwestern  region of Los Angeles County  California in the Los Angeles metropolitan area  Torrance has 1 5 miles  2 4 km  of beaches on the Pacific Ocean  Torrance has a moderate year round climate with warm temperatures  sea breezes  low humidity  and an average rainfall of 12 55 inches per year [8]Since its incorporation in 1921  Torrance has grown to a 2013 estimated population of 147 000 [6] This residential and light high tech industries city has 90 000 street trees and 30 city parks [8] Known for its low crime rates  the city consistently ranks among the safest cities in Los Angeles County [9] Torrance is the birthplace of the American Youth Soccer Organization  AYSO   In addition   Torrance has the second highest percentage of residents of Japanese ancestry in California  8 9   [10]
181,181,182,Bridgeport, Connecticut,144900,144229,16.1 sq mi,41°11′15″N 73°11′45″W﻿ / ﻿41.1874°N 73.1958°W﻿ / 41.1874; -73.1958﻿ ,http://bridgeportct.gov/,0,Bridgeport is a historic seaport city in the U S  state of Connecticut  It is in Fairfield County  at the mouth of the Pequonnock River on Long Island Sound  60 miles from Manhattan and 40 miles from The Bronx  It is bordered by the towns of Trumbull to the north  Fairfield to the west  and Stratford to the east  As of 2017  Bridgeport had an estimated population of 146 579 [2] which made it the largest city in Connecticut and the fifth most populous in New England  The Greater Bridgeport area is the 48th largest urban area in the United States The showman P  T  Barnum was a resident of the city and served as the town's mayor in the late 19th century  Barnum built four houses in Bridgeport and housed his circus in town during winter  The first Subway restaurant opened in Bridgeport's North End in 1965 [4] The Frisbie Pie Company was in Bridgeport  and Bridgeport is credited as the birthplace of the Frisbee [5]
182,182,183,McAllen, Texas,143433,129877,58.4 sq mi,26°13′56″N 98°14′47″W﻿ / ﻿26.2322°N 98.2464°W﻿ / 26.2322; -98.2464﻿ ,http://www.mcallen.net,78501-78504,McAllen is the largest city in Hidalgo County  Texas  United States  and the 22nd most populous city in Texas  It is located at the southern tip of the state in the Rio Grande Valley  The city limits extend south to the Rio Grande  across from the Mexican city of Reynosa  and McAllen is about 70 mi  110 km  west of the Gulf of Mexico  As of 2017  McAllen’s population was estimated to be 142 696 [3] It is the fifth most populous metropolitan area in the state of Texas  and the binational Reynosa–McAllen metropolitan area counts a population of nearly 1 52 million [4]From its settlement in 1904  the area around McAllen was largely rural and agricultural in character  but the latter half of the 20th century had steady growth  which the metropolitan area still experiences today  The introduction of the maquiladora economy and the North American Free Trade Association led to an increase in cross border trading with Mexico [5]In 1904  the Hidalgo and San Miguel Extension  now the Sam Fordyce Branch  of the St  Louis  Brownsville and Mexico Railway reached the Santa Anita Ranch  John McAllen and his son James donated land to the railroad to guarantee it would cross the area  On December 5  1904  the McAllen Townsite Company was formed by Uriah Lott  Leonidas C  Hill Sr   John McAllen  James Ballí McAllen  and John J  Young  The new community  which was named for John McAllen  had the depot nearest the county seat  Hidalgo  8 mi  13 km  to the south 
183,183,184,Mesquite, Texas,142816,139824,47.2 sq mi,32°45′46″N 96°35′20″W﻿ / ﻿32.7629°N 96.5888°W﻿ / 32.7629; -96.5888﻿ ,http://cityofmesquite.com,"75149, 75150, 75181","Mesquite is a suburban city located east of the city of Dallas  Texas  in the United States  Most of the city is located in Dallas County  though a small portion extends into Kaufman County  As of 2017 census estimates the population was 143 949  making it the twenty first most populous city in the U S  state of Texas [3] Mesquite is positioned at the crossroads of four major highways  Interstates 30  635  20  and U S  Route 80   making locations such as downtown Dallas  Lake Ray Hubbard  Dallas Love Field  and DFW International Airport accessible According to legislative action  the city is the ""Rodeo Capital of Texas"" [4] In 2016  Mesquite received a Playful City USA designation[5] for the fourth year in a row [6] The city has been named a Tree City USA by the National Arbor Day Foundation for over 25 years [7] The city of Mesquite holds the 10th longest reign in all of Texas [8]Unique to suburbs of Dallas and Fort Worth  the city of Mesquite is served by its own local airport  Mesquite Metro Airport [9] Companies and institutions with a major presence in the city are the United Parcel Service  Sears  AT T  Spectrum  Eastfield College  the Texas A M University–Commerce Mesquite Metroplex Center  Ashley Furniture [10] and FedEx [11][10]"
184,184,185,Syracuse, New York,142749,145170,25.0 sq mi,43°02′28″N 76°08′37″W﻿ / ﻿43.0410°N 76.1436°W﻿ / 43.0410; -76.1436﻿ ,http://www.syrgov.net,0,Syracuse   ˈsɪrəkjuːz  ˈsɛr    kjuːs  [3][4][5] is a city in and the county seat of Onondaga County  New York  United States  It is the fifth most populous city in the state of New York following New York City  Buffalo  Rochester  and Yonkers At the 2010 census  the city population was 145 252  and its metropolitan area had a population of 662 577  It is the economic and educational hub of Central New York  a region with over one million inhabitants  Syracuse is also well provided with convention sites  with a downtown convention complex  Syracuse was named after the classical Greek city Syracuse  Siracusa in Italian   a city on the eastern coast of the Italian island of Sicily 
185,185,186,Midland, Texas,142344,111147,74.4 sq mi,32°01′29″N 102°06′49″W﻿ / ﻿32.0246°N 102.1135°W﻿ / 32.0246; -102.1135﻿ ,http://www.midlandtexas.gov,79701-12,Midland is a city in and the county seat of Midland County  Texas  United States [6] on the Southern Plains of the state's western area  A small portion of the city extends into Martin County At the 2010 census  the population of Midland was 111 147  and a 2015 estimate gave a total of 132 950  making it the twenty fourth most populous city in the state of Texas  Due to the oil boom in Midland  certain officials have given population estimates above 155 000 [7] It is the principal city of the Midland  Texas Metropolitan Statistical Area  which includes all of Midland County  the population of which grew 4 6 percent  between July 1  2011 and July 1  2012  to 151 662  respectively  according to the U S  Census Bureau [8]  The metropolitan area is also a component of the larger Midland−Odessa  Texas Combined Statistical Area  which had an estimated population of 295 987 on July 1  2012 [3] People in Midland are called Midlanders Midland was founded as the midway point between Fort Worth and El Paso on the Texas and Pacific Railroad in 1881  It is the hometown of former First Lady Laura Bush  and the onetime home of former Presidents George H  W  Bush and George W  Bush  and former First Lady Barbara Bush 
186,186,187,Pasadena, California,141371,137122,23.0 sq mi,34°09′38″N 118°08′23″W﻿ / ﻿34.1606°N 118.1396°W﻿ / 34.1606; -118.1396﻿ ,http://www.cityofpasadena.net,0,Pasadena  is a city in Los Angeles County  California  United States  located 10 miles  16 kilometers  northeast of Downtown Los Angeles The estimated population of Pasadena was 142 647 in 2017  making it the 183rd largest city in the United States [13] Pasadena is the ninth largest city in Los Angeles County  Pasadena was incorporated on June 19  1886  becoming one of the first cities to be incorporated in what is now Los Angeles County  following the city of Los Angeles  April 4  1850  [17]  It is one of the primary cultural centers of the San Gabriel Valley [18]
187,187,188,Murfreesboro, Tennessee,141344,108755,55.9 sq mi,35°51′08″N 86°24′58″W﻿ / ﻿35.8522°N 86.4160°W﻿ / 35.8522; -86.4160﻿ ,http://www.murfreesborotn.gov,37127-37133,Murfreesboro is a city in  and the county seat of  Rutherford County [8] Tennessee  United States  The population was 108 755 according to the 2010 census  up from 68 816 residents certified in 2000  In 2018  census estimates showed a population of 141 344 [6] The city is home to both the center of population of Tennessee[9]  and the geographic center of Tennessee  Murfreesboro is located 34 miles  55 km  southeast of downtown Nashville in the Nashville metropolitan area of Middle Tennessee  It is Tennessee's fastest growing major city and one of the fastest growing cities in the country [10] Murfreesboro is also home to Middle Tennessee State University  the second largest undergraduate university in the state of Tennessee  with 22 729 total students as of fall 2014 [11]In 2006  Murfreesboro was ranked by Money as the 84th best place to live in the United States  out of 745 cities with a population over 50 000 [12][13] In 2018  Murfreesboro was ranked by Money as the 19th best place to live in the United States [14]
188,188,189,Miramar, Florida,140823,122041,29.4 sq mi,25°58′37″N 80°20′09″W﻿ / ﻿25.9770°N 80.3358°W﻿ / 25.9770; -80.3358﻿ ,http://www.miramarfl.gov,"33023, 33025, 33027, 33029","Miramar is a city in Broward County  Florida  United States  As of the 2010 census  the population was 122 041 [5] It is a principal city of the Miami metropolitan area  which is home to over 6 million people Miramar was founded by A L  Mailman to serve as a ""bedroom community"" for nearby Miami and Fort Lauderdale   Mailman bought the original property he was to develop from H D  Perry  Sr  in 1953  He built 56 homes on the property that were inexpensive homes of concrete and flat roofs  These homes sold quickly because of the low cost of both the homes and the land  and the city of Miramar came into being The city was incorporated on May 26  1955 and was named for the Miramar area of Havana  Cuba where Mailman had a summer home  Miramar translates to ""look at the sea"" in Spanish  [6] At the time of incorporation  the city had a population of less than two hundred people  With approximately 2 9 square miles land area  Miramar's original city boundaries were Southwest 64 Avenue on the east  University Drive on the west  the Dade County line on the south  and Pembroke Road on the north   On June 20  1955  the city's first mayor  Robert Gordon  and city council were sworn in  all of whom were appointed by the governor and served until January 1959  at which time the first municipal election was held  The city seal is inscribed with the motto ""Beauty and Progress"" "
189,189,190,Dayton, Ohio,140640,141527,55.7 sq mi,39°46′39″N 84°11′59″W﻿ / ﻿39.7774°N 84.1996°W﻿ / 39.7774; -84.1996﻿ ,http://daytonohio.gov,"
ZIP codes[4]
45400-45406, 45408-45410, 45412-45420, 45422-45424, 45426-45435, 45437, 45439-45441, 45448-45449, 45454, 45458-45459, 45469-45470, 45475, 45479, 45481-45482, 45490
 
",Dayton   ˈdeɪtən   is the sixth largest city in the state of Ohio and the county seat of Montgomery County [5] A small part of the city extends into Greene County [6] The 2017 U S  census estimate put the city population at 140 371  while Greater Dayton was estimated to be at 803 416 residents  This makes Dayton the fourth largest metropolitan area in Ohio and 63rd in the United States [7] Dayton is within Ohio's Miami Valley region  just north of Greater Cincinnati Ohio's borders are within 500 miles  800 km  of roughly 60 percent of the country's population and manufacturing infrastructure  making the Dayton area a logistical centroid for manufacturers  suppliers  and shippers [8][9] Dayton also hosts significant research and development in fields like industrial  aeronautical  and astronautical engineering that have led to many technological innovations  Much of this innovation is due in part to Wright Patterson Air Force Base and its place in the community  With the decline of heavy manufacturing  Dayton's businesses have diversified into a service economy that includes insurance and legal sectors as well as healthcare and government sectors 
190,190,191,Fullerton, California,139640,135161,22.4 sq mi,33°53′09″N 117°55′41″W﻿ / ﻿33.8857°N 117.9280°W﻿ / 33.8857; -117.9280﻿ ,http://www.ci.fullerton.ca.us,92831-92832,Fullerton   ˈfʊlərtən   is a city located in northern Orange County  California  United States  As of the 2010 census  the city had a total population of 135 161 [6]Fullerton was founded in 1887  It secured the land on behalf of the Atchison  Topeka and Santa Fe Railway  Historically it was a center of agriculture  notably groves of Valencia oranges and other citrus crops  petroleum extraction  transportation  and manufacturing  It is home to numerous higher educational institutions  particularly California State University  Fullerton and Fullerton College  From the mid 1940s through the late 1990s  Fullerton was home to a large industrial base made up of aerospace contractors  canneries  paper products manufacturers  and is considered to be the birthplace of the electric guitar  due in a large part to Leo Fender  The headquarters of Vons  which is owned by Albertsons  is located in Fullerton near the Fullerton Anaheim line 
191,191,192,Olathe, Kansas,139605,125872,60.9 sq mi,38°53′03″N 94°49′10″W﻿ / ﻿38.8843°N 94.8195°W﻿ / 38.8843; -94.8195﻿ ,http://www.olatheks.org/,"66,051,660,616,606,200,000","Olathe   oʊˈleɪθə  oh LAY thə  is the county seat of Johnson County  Kansas  United States [6]  It is the fourth most populous city in the Kansas City Metropolitan Area and Kansas  With a 2010 population of 125 872 [7]  By 2017  the Census Bureau estimated Olathe's population had grown to 137 472 [8]Olathe was founded by Dr  John T  Barton in the spring of 1857  He rode to the center of Johnson County  Kansas and staked two quarter sections of land as the town site [citation needed] He later described his ride to friends: ""   the prairie was covered with verbena and other wild flowers  I kept thinking the land was beautiful and that I should name the town Beautiful ""[citation needed] Purportedly  Barton asked a Shawnee interpreter how to say ""Beautiful"" in his native language  The interpreter responded  ""Olathe ""[9]Olathe was incorporated in 1857 [10] and while not the first city in Johnson County  its rapid growth lead to it being named the county seat in October 1859 [9] Rising tensions across the nation over the issue of slavery lead to numerous clashes between abolitionists settlers and neighboring slave state Missouri  These clashes would further escalate and become a part of the greater conflict known as Bleeding Kansas  With the admission of Kansas into the Union as a free state in 1861  violence began to dissipate  Peace  however  would continue to elude Olathe for many years to come  In 1861 Union officials and local military forces created a military post in the city  It housed one company of troops along with the local militia "
192,192,193,Orange, California,139484,136416,25.4 sq mi,33°47′13″N 117°51′41″W﻿ / ﻿33.7870°N 117.8613°W﻿ / 33.7870; -117.8613﻿ ,http://www.cityoforange.org,92856–92869,Orange is a city located in Orange County  California  It is approximately 3 miles  4 8 kilometers  north of the county seat  Santa Ana  Orange is unusual in this region because many of the homes in its Old Town District were built before 1920  While many other cities in the region demolished such houses in the 1960s  Orange decided to preserve them  The small city of Villa Park is surrounded by the city of Orange  The population was 139 812 as of 2014 [8]Members of the Tongva and Juaneño Luiseño ethnic group long inhabited this area  After the 1769 expedition of Gaspar de Portolá  an expedition out of San Blas  Nayarit  Mexico  led by Father Junípero Serra  named the area Vallejo de Santa Ana  Valley of Saint Anne   On November 1  1776  Mission San Juan Capistrano became the area's first permanent European settlement in Alta California  New Spain [citation needed]
193,193,194,Thornton, Colorado,139436,118772,35.7 sq mi,39°55′10″N 104°56′34″W﻿ / ﻿39.9194°N 104.9428°W﻿ / 39.9194; -104.9428﻿ ,http://www.cityofthornton.net/,0,Thornton is a home rule municipality in Adams and Weld counties in the U S  state of Colorado  located in the northeast quadrant of the Denver Aurora Broomfield  CO Metropolitan Statistical Area  Thornton is 10 miles  16 km  north northeast of downtown Denver  The United States Census Bureau reported the city's growing population at 118 772 on April 1  2010 [7] a 44 2  increase from the 2000 Census population of 82 384  Thornton is the sixth most populous city in the state of Colorado and the 213th most populous city in the United States Thornton consisted solely of farmland until 1953 when Sam Hoffman purchased a lot off Washington Street about seven miles  11 km  north of Denver  The town he laid out was the first fully planned community in Adams County  and the first to offer full municipal services from a single tax levy  including recreation services and free trash pickup  Thornton was named in honor of Former Colorado Governor Dan Thornton The Thornton Community Association  TCA  was formed in 1954 to help guide the new community's development  By the end of 1955  Thornton had 5 500 residents in over 1 200 homes  The TCA was instrumental in Thornton's 1956 incorporation as a city  Oyer G  Leary was elected the first mayor [8]
